image,output,flag,username,timestamp
D:\Cours\5A\IA Framework\TP1\ModIA_TP1\flagged\image\tmpb3mqjluy.png,D:\Cours\5A\IA Framework\TP1\ModIA_TP1\flagged\output\tmpvys6c93g.json,,,2022-09-26 14:22:36.995640
